id,value,category
372726,-24,6
372727,-23,7
372728,-22,8
372729,-21,9
372730,-20,0
372731,-19,1
372732,-18,2
372733,-17,3
372734,-16,4
372735,-15,5
372736,-14,6
372737,-13,7
372738,-12,8
372739,-11,9
372740,-10,0
372741,-9,1
372742,-8,2
372743,-7,3
372744,-6,4
372745,-5,5
372746,-4,6
372747,-3,7
372748,-2,8
372749,-1,9
372750,0,0
372751,1,1
372752,2,2
372753,3,3
372754,4,4
372755,5,5
372756,6,6
372757,7,7
372758,8,8
372759,9,9
372760,10,0
372761,11,1
372762,12,2
372763,13,3
372764,14,4
372765,15,5
372766,16,6
372767,17,7
372768,18,8
372769,19,9
372770,20,0
372771,21,1
372772,22,2
372773,23,3
372774,24,4
372775,25,5
372776,26,6
372777,27,7
372778,28,8
372779,29,9
372780,30,0
372781,31,1
372782,32,2
372783,33,3
372784,34,4
372785,35,5
372786,36,6
372787,37,7
372788,38,8
372789,39,9
372790,40,0
372791,41,1
372792,42,2
372793,43,3
372794,44,4
372795,45,5
372796,46,6
372797,47,7
372798,48,8
372799,49,9
372800,-50,0
372801,-49,1
372802,-48,2
372803,-47,3
372804,-46,4
372805,-45,5
372806,-44,6
372807,-43,7
372808,-42,8
372809,-41,9
372810,-40,0
372811,-39,1
372812,-38,2
372813,-37,3
372814,-36,4
372815,-35,5
372816,-34,6
372817,-33,7
372818,-32,8
372819,-31,9
372820,-30,0
372821,-29,1
372822,-28,2
372823,-27,3
372824,-26,4
372825,-25,5
372826,-24,6
372827,-23,7
372828,-22,8
372829,-21,9
372830,-20,0
372831,-19,1
372832,-18,2
372833,-17,3
372834,-16,4
372835,-15,5
372836,-14,6
372837,-13,7
372838,-12,8
372839,-11,9
372840,-10,0
372841,-9,1
372842,-8,2
372843,-7,3
372844,-6,4
372845,-5,5
372846,-4,6
372847,-3,7
372848,-2,8
372849,-1,9
372850,0,0
372851,1,1
372852,2,2
372853,3,3
372854,4,4
372855,5,5
372856,6,6
372857,7,7
372858,8,8
372859,9,9
372860,10,0
372861,11,1
372862,12,2
372863,13,3
372864,14,4
372865,15,5
372866,16,6
372867,17,7
372868,18,8
372869,19,9
372870,20,0
372871,21,1
372872,22,2
372873,23,3
372874,24,4
372875,25,5
372876,26,6
372877,27,7
372878,28,8
372879,29,9
372880,30,0
372881,31,1
372882,32,2
372883,33,3
372884,34,4
372885,35,5
372886,36,6
372887,37,7
372888,38,8
372889,39,9
372890,40,0
372891,41,1
372892,42,2
372893,43,3
372894,44,4
372895,45,5
372896,46,6
372897,47,7
372898,48,8
372899,49,9
372900,-50,0
372901,-49,1
372902,-48,2
372903,-47,3
372904,-46,4
372905,-45,5
372906,-44,6
372907,-43,7
372908,-42,8
372909,-41,9
372910,-40,0
372911,-39,1
372912,-38,2
372913,-37,3
372914,-36,4
372915,-35,5
372916,-34,6
372917,-33,7
372918,-32,8
372919,-31,9
372920,-30,0
372921,-29,1
372922,-28,2
372923,-27,3
372924,-26,4
372925,-25,5
372926,-24,6
372927,-23,7
372928,-22,8
372929,-21,9
372930,-20,0
372931,-19,1
372932,-18,2
372933,-17,3
372934,-16,4
372935,-15,5
372936,-14,6
372937,-13,7
372938,-12,8
372939,-11,9
372940,-10,0
372941,-9,1
372942,-8,2
372943,-7,3
372944,-6,4
372945,-5,5
372946,-4,6
372947,-3,7
372948,-2,8
372949,-1,9
372950,0,0
372951,1,1
372952,2,2
372953,3,3
372954,4,4
372955,5,5
372956,6,6
372957,7,7
372958,8,8
372959,9,9
372960,10,0
372961,11,1
372962,12,2
372963,13,3
372964,14,4
372965,15,5
372966,16,6
372967,17,7
372968,18,8
372969,19,9
372970,20,0
372971,21,1
372972,22,2
372973,23,3
372974,24,4
372975,25,5
372976,26,6
372977,27,7
372978,28,8
372979,29,9
372980,30,0
372981,31,1
372982,32,2
372983,33,3
372984,34,4
372985,35,5
372986,36,6
372987,37,7
372988,38,8
372989,39,9
372990,40,0
372991,41,1
372992,42,2
372993,43,3
372994,44,4
372995,45,5
372996,46,6
372997,47,7
372998,48,8
372999,49,9
373000,-50,0
373001,-49,1
373002,-48,2
373003,-47,3
373004,-46,4
373005,-45,5
373006,-44,6
373007,-43,7
373008,-42,8
373009,-41,9
373010,-40,0
373011,-39,1
373012,-38,2
373013,-37,3
373014,-36,4
373015,-35,5
373016,-34,6
373017,-33,7
373018,-32,8
373019,-31,9
373020,-30,0
373021,-29,1
373022,-28,2
373023,-27,3
373024,-26,4
373025,-25,5
373026,-24,6
373027,-23,7
373028,-22,8
373029,-21,9
373030,-20,0
373031,-19,1
373032,-18,2
373033,-17,3
373034,-16,4
373035,-15,5
373036,-14,6
373037,-13,7
373038,-12,8
373039,-11,9
373040,-10,0
373041,-9,1
373042,-8,2
373043,-7,3
373044,-6,4
373045,-5,5
373046,-4,6
373047,-3,7
373048,-2,8
373049,-1,9
373050,0,0
373051,1,1
373052,2,2
373053,3,3
373054,4,4
373055,5,5
373056,6,6
373057,7,7
373058,8,8
373059,9,9
373060,10,0
373061,11,1
373062,12,2
373063,13,3
373064,14,4
373065,15,5
373066,16,6
373067,17,7
373068,18,8
373069,19,9
373070,20,0
373071,21,1
373072,22,2
373073,23,3
373074,24,4
373075,25,5
373076,26,6
373077,27,7
373078,28,8
373079,29,9
373080,30,0
373081,31,1
373082,32,2
373083,33,3
373084,34,4
373085,35,5
373086,36,6
373087,37,7
373088,38,8
373089,39,9
373090,40,0
373091,41,1
373092,42,2
373093,43,3
373094,44,4
373095,45,5
373096,46,6
373097,47,7
373098,48,8
373099,49,9
373100,-50,0
373101,-49,1
373102,-48,2
373103,-47,3
373104,-46,4
373105,-45,5
373106,-44,6
373107,-43,7
373108,-42,8
373109,-41,9
373110,-40,0
373111,-39,1
373112,-38,2
373113,-37,3
373114,-36,4
373115,-35,5
373116,-34,6
373117,-33,7
373118,-32,8
373119,-31,9
373120,-30,0
373121,-29,1
373122,-28,2
373123,-27,3
373124,-26,4
373125,-25,5
373126,-24,6
373127,-23,7
373128,-22,8
373129,-21,9
373130,-20,0
373131,-19,1
373132,-18,2
373133,-17,3
373134,-16,4
373135,-15,5
373136,-14,6
373137,-13,7
373138,-12,8
373139,-11,9
373140,-10,0
373141,-9,1
373142,-8,2
373143,-7,3
373144,-6,4
373145,-5,5
373146,-4,6
373147,-3,7
373148,-2,8
373149,-1,9
373150,0,0
373151,1,1
373152,2,2
373153,3,3
373154,4,4
373155,5,5
373156,6,6
373157,7,7
373158,8,8
373159,9,9
373160,10,0
373161,11,1
373162,12,2
373163,13,3
373164,14,4
373165,15,5
373166,16,6
373167,17,7
373168,18,8
373169,19,9
373170,20,0
373171,21,1
373172,22,2
373173,23,3
373174,24,4
373175,25,5
373176,26,6
373177,27,7
373178,28,8
373179,29,9
373180,30,0
373181,31,1
373182,32,2
373183,33,3
373184,34,4
373185,35,5
373186,36,6
373187,37,7
373188,38,8
373189,39,9
373190,40,0
373191,41,1
373192,42,2
373193,43,3
373194,44,4
373195,45,5
373196,46,6
373197,47,7
373198,48,8
373199,49,9
373200,-50,0
373201,-49,1
373202,-48,2
373203,-47,3
373204,-46,4
373205,-45,5
373206,-44,6
373207,-43,7
373208,-42,8
373209,-41,9
373210,-40,0
373211,-39,1
373212,-38,2
373213,-37,3
373214,-36,4
373215,-35,5
373216,-34,6
373217,-33,7
373218,-32,8
373219,-31,9
373220,-30,0
373221,-29,1
373222,-28,2
373223,-27,3
373224,-26,4
373225,-25,5
373226,-24,6
373227,-23,7
373228,-22,8
373229,-21,9
373230,-20,0
373231,-19,1
373232,-18,2
373233,-17,3
373234,-16,4
373235,-15,5
373236,-14,6
373237,-13,7
373238,-12,8
373239,-11,9
373240,-10,0
373241,-9,1
373242,-8,2
373243,-7,3
373244,-6,4
373245,-5,5
373246,-4,6
373247,-3,7
373248,-2,8
373249,-1,9
373250,0,0
373251,1,1
373252,2,2
373253,3,3
373254,4,4
373255,5,5
373256,6,6
373257,7,7
373258,8,8
373259,9,9
373260,10,0
373261,11,1
373262,12,2
373263,13,3
373264,14,4
373265,15,5
373266,16,6
373267,17,7
373268,18,8
373269,19,9
373270,20,0
373271,21,1
373272,22,2
373273,23,3
373274,24,4
373275,25,5
373276,26,6
373277,27,7
373278,28,8
373279,29,9
373280,30,0
373281,31,1
373282,32,2
373283,33,3
373284,34,4
373285,35,5
373286,36,6
373287,37,7
373288,38,8
373289,39,9
373290,40,0
373291,41,1
373292,42,2
373293,43,3
373294,44,4
373295,45,5
373296,46,6
373297,47,7
373298,48,8
373299,49,9
373300,-50,0
373301,-49,1
373302,-48,2
373303,-47,3
373304,-46,4
373305,-45,5
373306,-44,6
373307,-43,7
373308,-42,8
373309,-41,9
373310,-40,0
373311,-39,1
373312,-38,2
373313,-37,3
373314,-36,4
373315,-35,5
373316,-34,6
373317,-33,7
373318,-32,8
373319,-31,9
373320,-30,0
373321,-29,1
373322,-28,2
373323,-27,3
373324,-26,4
373325,-25,5
373326,-24,6
373327,-23,7
373328,-22,8
373329,-21,9
373330,-20,0
373331,-19,1
373332,-18,2
373333,-17,3
373334,-16,4
373335,-15,5
373336,-14,6
373337,-13,7
373338,-12,8
373339,-11,9
373340,-10,0
373341,-9,1
373342,-8,2
373343,-7,3
373344,-6,4
373345,-5,5
373346,-4,6
373347,-3,7
373348,-2,8
373349,-1,9
373350,0,0
373351,1,1
373352,2,2
373353,3,3
373354,4,4
373355,5,5
373356,6,6
373357,7,7
373358,8,8
373359,9,9
373360,10,0
373361,11,1
373362,12,2
373363,13,3
373364,14,4
373365,15,5
373366,16,6
373367,17,7
373368,18,8
373369,19,9
373370,20,0
373371,21,1
373372,22,2
373373,23,3
373374,24,4
373375,25,5
373376,26,6
373377,27,7
373378,28,8
373379,29,9
373380,30,0
373381,31,1
373382,32,2
373383,33,3
373384,34,4
373385,35,5
373386,36,6
373387,37,7
373388,38,8
373389,39,9
373390,40,0
373391,41,1
373392,42,2
373393,43,3
373394,44,4
373395,45,5
373396,46,6
373397,47,7
373398,48,8
373399,49,9
373400,-50,0
373401,-49,1
373402,-48,2
373403,-47,3
373404,-46,4
373405,-45,5
373406,-44,6
373407,-43,7
373408,-42,8
373409,-41,9
373410,-40,0
373411,-39,1
373412,-38,2
373413,-37,3
373414,-36,4
373415,-35,5
373416,-34,6
373417,-33,7
373418,-32,8
373419,-31,9
373420,-30,0
373421,-29,1
373422,-28,2
373423,-27,3
373424,-26,4
373425,-25,5
373426,-24,6
373427,-23,7
373428,-22,8
373429,-21,9
373430,-20,0
373431,-19,1
373432,-18,2
373433,-17,3
373434,-16,4
373435,-15,5
373436,-14,6
373437,-13,7
373438,-12,8
373439,-11,9
373440,-10,0
373441,-9,1
373442,-8,2
373443,-7,3
373444,-6,4
373445,-5,5
373446,-4,6
373447,-3,7
373448,-2,8
373449,-1,9
373450,0,0
373451,1,1
373452,2,2
373453,3,3
373454,4,4
373455,5,5
373456,6,6
373457,7,7
373458,8,8
373459,9,9
373460,10,0
373461,11,1
373462,12,2
373463,13,3
373464,14,4
373465,15,5
373466,16,6
373467,17,7
373468,18,8
373469,19,9
373470,20,0
373471,21,1
373472,22,2
373473,23,3
373474,24,4
373475,25,5
373476,26,6
373477,27,7
373478,28,8
373479,29,9
373480,30,0
373481,31,1
373482,32,2
373483,33,3
373484,34,4
373485,35,5
373486,36,6
373487,37,7
373488,38,8
373489,39,9
373490,40,0
373491,41,1
373492,42,2
373493,43,3
373494,44,4
373495,45,5
373496,46,6
373497,47,7
373498,48,8
373499,49,9
373500,-50,0
373501,-49,1
373502,-48,2
373503,-47,3
373504,-46,4
373505,-45,5
373506,-44,6
373507,-43,7
373508,-42,8
373509,-41,9
373510,-40,0
373511,-39,1
373512,-38,2
373513,-37,3
373514,-36,4
373515,-35,5
373516,-34,6
373517,-33,7
373518,-32,8
373519,-31,9
373520,-30,0
373521,-29,1
373522,-28,2
373523,-27,3
373524,-26,4
373525,-25,5
373526,-24,6
373527,-23,7
373528,-22,8
373529,-21,9
373530,-20,0
373531,-19,1
373532,-18,2
373533,-17,3
373534,-16,4
373535,-15,5
373536,-14,6
373537,-13,7
373538,-12,8
373539,-11,9
373540,-10,0
373541,-9,1
373542,-8,2
373543,-7,3
373544,-6,4
373545,-5,5
373546,-4,6
373547,-3,7
373548,-2,8
373549,-1,9
373550,0,0
373551,1,1
373552,2,2
373553,3,3
373554,4,4
373555,5,5
373556,6,6
373557,7,7
373558,8,8
373559,9,9
373560,10,0
373561,11,1
373562,12,2
373563,13,3
373564,14,4
373565,15,5
373566,16,6
373567,17,7
373568,18,8
373569,19,9
373570,20,0
373571,21,1
373572,22,2
373573,23,3
373574,24,4
373575,25,5
373576,26,6
373577,27,7
373578,28,8
373579,29,9
373580,30,0
373581,31,1
373582,32,2
373583,33,3
373584,34,4
373585,35,5
373586,36,6
373587,37,7
373588,38,8
373589,39,9
373590,40,0
373591,41,1
373592,42,2
373593,43,3
373594,44,4
373595,45,5
373596,46,6
373597,47,7
373598,48,8
373599,49,9
373600,-50,0
373601,-49,1
373602,-48,2
373603,-47,3
373604,-46,4
373605,-45,5
373606,-44,6
373607,-43,7
373608,-42,8
373609,-41,9
373610,-40,0
373611,-39,1
373612,-38,2
373613,-37,3
373614,-36,4
373615,-35,5
373616,-34,6
373617,-33,7
373618,-32,8
373619,-31,9
373620,-30,0
373621,-29,1
373622,-28,2
373623,-27,3
373624,-26,4
373625,-25,5
373626,-24,6
373627,-23,7
373628,-22,8
373629,-21,9
373630,-20,0
373631,-19,1
373632,-18,2
373633,-17,3
373634,-16,4
373635,-15,5
373636,-14,6
373637,-13,7
373638,-12,8
373639,-11,9
373640,-10,0
373641,-9,1
373642,-8,2
373643,-7,3
373644,-6,4
373645,-5,5
373646,-4,6
373647,-3,7
373648,-2,8
373649,-1,9
373650,0,0
373651,1,1
373652,2,2
373653,3,3
373654,4,4
373655,5,5
373656,6,6
373657,7,7
373658,8,8
373659,9,9
373660,10,0
373661,11,1
373662,12,2
373663,13,3
373664,14,4
373665,15,5
373666,16,6
373667,17,7
373668,18,8
373669,19,9
373670,20,0
373671,21,1
373672,22,2
373673,23,3
373674,24,4
373675,25,5
373676,26,6
373677,27,7
373678,28,8
373679,29,9
373680,30,0
373681,31,1
373682,32,2
373683,33,3
373684,34,4
373685,35,5
373686,36,6
373687,37,7
373688,38,8
373689,39,9
373690,40,0
373691,41,1
373692,42,2
373693,43,3
373694,44,4
373695,45,5
373696,46,6
373697,47,7
373698,48,8
373699,49,9
373700,-50,0
373701,-49,1
373702,-48,2
373703,-47,3
373704,-46,4
373705,-45,5
373706,-44,6
373707,-43,7
373708,-42,8
373709,-41,9
373710,-40,0
373711,-39,1
373712,-38,2
373713,-37,3
373714,-36,4
373715,-35,5
373716,-34,6
373717,-33,7
373718,-32,8
373719,-31,9
373720,-30,0
373721,-29,1
373722,-28,2
373723,-27,3
373724,-26,4
373725,-25,5
373726,-24,6
373727,-23,7
373728,-22,8
373729,-21,9
373730,-20,0
373731,-19,1
373732,-18,2
373733,-17,3
373734,-16,4
373735,-15,5
373736,-14,6
373737,-13,7
373738,-12,8
373739,-11,9
373740,-10,0
373741,-9,1
373742,-8,2
373743,-7,3
373744,-6,4
373745,-5,5
373746,-4,6
373747,-3,7
373748,-2,8
373749,-1,9
373750,0,0
373751,1,1
373752,2,2
373753,3,3
373754,4,4
373755,5,5
373756,6,6
373757,7,7
373758,8,8
373759,9,9
373760,10,0
373761,11,1
373762,12,2
373763,13,3
373764,14,4
373765,15,5
373766,16,6
373767,17,7
373768,18,8
373769,19,9
373770,20,0
373771,21,1
373772,22,2
373773,23,3
373774,24,4
373775,25,5
373776,26,6
373777,27,7
373778,28,8
373779,29,9
373780,30,0
373781,31,1
373782,32,2
373783,33,3
373784,34,4
373785,35,5
373786,36,6
373787,37,7
373788,38,8
373789,39,9
373790,40,0
373791,41,1
373792,42,2
373793,43,3
373794,44,4
373795,45,5
373796,46,6
373797,47,7
373798,48,8
373799,49,9
373800,-50,0
373801,-49,1
373802,-48,2
373803,-47,3
373804,-46,4
373805,-45,5
373806,-44,6
373807,-43,7
373808,-42,8
373809,-41,9
373810,-40,0
373811,-39,1
373812,-38,2
373813,-37,3
373814,-36,4
373815,-35,5
373816,-34,6
373817,-33,7
373818,-32,8
373819,-31,9
373820,-30,0
373821,-29,1
373822,-28,2
373823,-27,3
373824,-26,4
373825,-25,5
373826,-24,6
373827,-23,7
373828,-22,8
373829,-21,9
373830,-20,0
373831,-19,1
373832,-18,2
373833,-17,3
373834,-16,4
373835,-15,5
373836,-14,6
373837,-13,7
373838,-12,8
373839,-11,9
373840,-10,0
373841,-9,1
373842,-8,2
373843,-7,3
373844,-6,4
373845,-5,5
373846,-4,6
373847,-3,7
373848,-2,8
373849,-1,9
373850,0,0
373851,1,1
373852,2,2
373853,3,3
373854,4,4
373855,5,5
373856,6,6
373857,7,7
373858,8,8
373859,9,9
373860,10,0
373861,11,1
373862,12,2
373863,13,3
373864,14,4
373865,15,5
373866,16,6
373867,17,7
373868,18,8
373869,19,9
373870,20,0
373871,21,1
373872,22,2
373873,23,3
373874,24,4
373875,25,5
373876,26,6
373877,27,7
373878,28,8
373879,29,9
373880,30,0
373881,31,1
373882,32,2
373883,33,3
373884,34,4
373885,35,5
373886,36,6
373887,37,7
373888,38,8
373889,39,9
373890,40,0
373891,41,1
373892,42,2
373893,43,3
373894,44,4
373895,45,5
373896,46,6
373897,47,7
373898,48,8
373899,49,9
373900,-50,0
373901,-49,1
373902,-48,2
373903,-47,3
373904,-46,4
373905,-45,5
373906,-44,6
373907,-43,7
373908,-42,8
373909,-41,9
373910,-40,0
373911,-39,1
373912,-38,2
373913,-37,3
373914,-36,4
373915,-35,5
373916,-34,6
373917,-33,7
373918,-32,8
373919,-31,9
373920,-30,0
373921,-29,1
373922,-28,2
373923,-27,3
373924,-26,4
373925,-25,5
373926,-24,6
373927,-23,7
373928,-22,8
373929,-21,9
373930,-20,0
373931,-19,1
373932,-18,2
373933,-17,3
373934,-16,4
373935,-15,5
373936,-14,6
373937,-13,7
373938,-12,8
373939,-11,9
373940,-10,0
373941,-9,1
373942,-8,2
373943,-7,3
373944,-6,4
373945,-5,5
373946,-4,6
373947,-3,7
373948,-2,8
373949,-1,9
373950,0,0
373951,1,1
373952,2,2
373953,3,3
373954,4,4
373955,5,5
373956,6,6
373957,7,7
373958,8,8
373959,9,9
373960,10,0
373961,11,1
373962,12,2
373963,13,3
373964,14,4
373965,15,5
373966,16,6
373967,17,7
373968,18,8
373969,19,9
373970,20,0
373971,21,1
373972,22,2
373973,23,3
373974,24,4
373975,25,5
373976,26,6
373977,27,7
373978,28,8
373979,29,9
373980,30,0
373981,31,1
373982,32,2
373983,33,3
373984,34,4
373985,35,5
373986,36,6
373987,37,7
373988,38,8
373989,39,9
373990,40,0
373991,41,1
373992,42,2
373993,43,3
373994,44,4
373995,45,5
373996,46,6
373997,47,7
373998,48,8
373999,49,9
374000,-50,0
374001,-49,1
374002,-48,2
374003,-47,3
374004,-46,4
374005,-45,5
374006,-44,6
374007,-43,7
374008,-42,8
374009,-41,9
374010,-40,0
374011,-39,1
374012,-38,2
374013,-37,3
374014,-36,4
374015,-35,5
374016,-34,6
374017,-33,7
374018,-32,8
374019,-31,9
374020,-30,0
374021,-29,1
374022,-28,2
374023,-27,3
374024,-26,4
374025,-25,5
374026,-24,6
374027,-23,7
374028,-22,8
374029,-21,9
374030,-20,0
374031,-19,1
374032,-18,2
374033,-17,3
374034,-16,4
374035,-15,5
374036,-14,6
374037,-13,7
374038,-12,8
374039,-11,9
374040,-10,0
374041,-9,1
374042,-8,2
374043,-7,3
374044,-6,4
374045,-5,5
374046,-4,6
374047,-3,7
374048,-2,8
374049,-1,9
374050,0,0
374051,1,1
374052,2,2
374053,3,3
374054,4,4
374055,5,5
374056,6,6
374057,7,7
374058,8,8
374059,9,9
374060,10,0
374061,11,1
374062,12,2
374063,13,3
374064,14,4
374065,15,5
374066,16,6
374067,17,7
374068,18,8
374069,19,9
374070,20,0
374071,21,1
374072,22,2
374073,23,3
374074,24,4
374075,25,5
374076,26,6
374077,27,7
374078,28,8
374079,29,9
374080,30,0
374081,31,1
374082,32,2
374083,33,3
374084,34,4
374085,35,5
374086,36,6
374087,37,7
374088,38,8
374089,39,9
374090,40,0
374091,41,1
374092,42,2
374093,43,3
374094,44,4
374095,45,5
374096,46,6
374097,47,7
374098,48,8
374099,49,9
374100,-50,0
374101,-49,1
374102,-48,2
374103,-47,3
374104,-46,4
374105,-45,5
374106,-44,6
374107,-43,7
374108,-42,8
374109,-41,9
374110,-40,0
374111,-39,1
374112,-38,2
374113,-37,3
374114,-36,4
374115,-35,5
374116,-34,6
374117,-33,7
374118,-32,8
374119,-31,9
374120,-30,0
374121,-29,1
374122,-28,2
374123,-27,3
374124,-26,4
374125,-25,5
374126,-24,6
374127,-23,7
374128,-22,8
374129,-21,9
374130,-20,0
374131,-19,1
374132,-18,2
374133,-17,3
374134,-16,4
374135,-15,5
374136,-14,6
374137,-13,7
374138,-12,8
374139,-11,9
374140,-10,0
374141,-9,1
374142,-8,2
374143,-7,3
374144,-6,4
374145,-5,5
374146,-4,6
374147,-3,7
374148,-2,8
374149,-1,9
374150,0,0
374151,1,1
374152,2,2
374153,3,3
374154,4,4
374155,5,5
374156,6,6
374157,7,7
374158,8,8
374159,9,9
374160,10,0
374161,11,1
374162,12,2
374163,13,3
374164,14,4
374165,15,5
374166,16,6
374167,17,7
374168,18,8
374169,19,9
374170,20,0
374171,21,1
374172,22,2
374173,23,3
374174,24,4
374175,25,5
374176,26,6
374177,27,7
374178,28,8
374179,29,9
374180,30,0
374181,31,1
374182,32,2
374183,33,3
374184,34,4
374185,35,5
374186,36,6
374187,37,7
374188,38,8
374189,39,9
374190,40,0
374191,41,1
374192,42,2
374193,43,3
374194,44,4
374195,45,5
374196,46,6
374197,47,7
374198,48,8
374199,49,9
374200,-50,0
374201,-49,1
374202,-48,2
374203,-47,3
374204,-46,4
374205,-45,5
374206,-44,6
374207,-43,7
374208,-42,8
374209,-41,9
374210,-40,0
374211,-39,1
374212,-38,2
374213,-37,3
374214,-36,4
374215,-35,5
374216,-34,6
374217,-33,7
374218,-32,8
374219,-31,9
374220,-30,0
374221,-29,1
374222,-28,2
374223,-27,3
374224,-26,4
374225,-25,5
374226,-24,6
374227,-23,7
374228,-22,8
374229,-21,9
374230,-20,0
374231,-19,1
374232,-18,2
374233,-17,3
374234,-16,4
374235,-15,5
374236,-14,6
374237,-13,7
374238,-12,8
374239,-11,9
374240,-10,0
374241,-9,1
374242,-8,2
374243,-7,3
374244,-6,4
374245,-5,5
374246,-4,6
374247,-3,7
374248,-2,8
374249,-1,9
374250,0,0
374251,1,1
374252,2,2
374253,3,3
374254,4,4
374255,5,5
374256,6,6
374257,7,7
374258,8,8
374259,9,9
374260,10,0
374261,11,1
374262,12,2
374263,13,3
374264,14,4
374265,15,5
374266,16,6
374267,17,7
374268,18,8
374269,19,9
374270,20,0
374271,21,1
374272,22,2
374273,23,3
374274,24,4
374275,25,5
374276,26,6
374277,27,7
374278,28,8
374279,29,9
374280,30,0
374281,31,1
374282,32,2
374283,33,3
374284,34,4
374285,35,5
374286,36,6
374287,37,7
374288,38,8
374289,39,9
374290,40,0
374291,41,1
374292,42,2
374293,43,3
374294,44,4
374295,45,5
374296,46,6
374297,47,7
374298,48,8
374299,49,9
374300,-50,0
374301,-49,1
374302,-48,2
374303,-47,3
374304,-46,4
374305,-45,5
374306,-44,6
374307,-43,7
374308,-42,8
374309,-41,9
374310,-40,0
374311,-39,1
374312,-38,2
374313,-37,3
374314,-36,4
374315,-35,5
374316,-34,6
374317,-33,7
374318,-32,8
374319,-31,9
374320,-30,0
374321,-29,1
374322,-28,2
374323,-27,3
374324,-26,4
374325,-25,5
374326,-24,6
374327,-23,7
374328,-22,8
374329,-21,9
374330,-20,0
374331,-19,1
374332,-18,2
374333,-17,3
374334,-16,4
374335,-15,5
374336,-14,6
374337,-13,7
374338,-12,8
374339,-11,9
374340,-10,0
374341,-9,1
374342,-8,2
374343,-7,3
374344,-6,4
374345,-5,5
374346,-4,6
374347,-3,7
374348,-2,8
374349,-1,9
374350,0,0
374351,1,1
374352,2,2
374353,3,3
374354,4,4
374355,5,5
374356,6,6
374357,7,7
374358,8,8
374359,9,9
374360,10,0
374361,11,1
374362,12,2
374363,13,3
374364,14,4
374365,15,5
374366,16,6
374367,17,7
374368,18,8
374369,19,9
374370,20,0
374371,21,1
374372,22,2
374373,23,3
374374,24,4
374375,25,5
374376,26,6
374377,27,7
374378,28,8
374379,29,9
374380,30,0
374381,31,1
374382,32,2
374383,33,3
374384,34,4
374385,35,5
374386,36,6
374387,37,7
374388,38,8
374389,39,9
374390,40,0
374391,41,1
374392,42,2
374393,43,3
374394,44,4
374395,45,5
374396,46,6
374397,47,7
374398,48,8
374399,49,9
374400,-50,0
374401,-49,1
374402,-48,2
374403,-47,3
374404,-46,4
374405,-45,5
374406,-44,6
374407,-43,7
374408,-42,8
374409,-41,9
374410,-40,0
374411,-39,1
374412,-38,2
374413,-37,3
374414,-36,4
374415,-35,5
374416,-34,6
374417,-33,7
374418,-32,8
374419,-31,9
374420,-30,0
374421,-29,1
374422,-28,2
374423,-27,3
374424,-26,4
374425,-25,5
374426,-24,6
374427,-23,7
374428,-22,8
374429,-21,9
374430,-20,0
374431,-19,1
374432,-18,2
374433,-17,3
374434,-16,4
374435,-15,5
374436,-14,6
374437,-13,7
374438,-12,8
374439,-11,9
374440,-10,0
374441,-9,1
374442,-8,2
374443,-7,3
374444,-6,4
374445,-5,5
374446,-4,6
374447,-3,7
374448,-2,8
374449,-1,9
374450,0,0
374451,1,1
374452,2,2
374453,3,3
374454,4,4
374455,5,5
374456,6,6
374457,7,7
374458,8,8
374459,9,9
374460,10,0
374461,11,1
374462,12,2
374463,13,3
374464,14,4
374465,15,5
374466,16,6
374467,17,7
374468,18,8
374469,19,9
374470,20,0
374471,21,1
374472,22,2
374473,23,3
374474,24,4
374475,25,5
374476,26,6
374477,27,7
374478,28,8
374479,29,9
374480,30,0
374481,31,1
374482,32,2
374483,33,3
374484,34,4
374485,35,5
374486,36,6
374487,37,7
374488,38,8
374489,39,9
374490,40,0
374491,41,1
374492,42,2
374493,43,3
374494,44,4
374495,45,5
374496,46,6
374497,47,7
374498,48,8
374499,49,9
374500,-50,0
374501,-49,1
374502,-48,2
374503,-47,3
374504,-46,4
374505,-45,5
374506,-44,6
374507,-43,7
374508,-42,8
374509,-41,9
374510,-40,0
374511,-39,1
374512,-38,2
374513,-37,3
374514,-36,4
374515,-35,5
374516,-34,6
374517,-33,7
374518,-32,8
374519,-31,9
374520,-30,0
374521,-29,1
374522,-28,2
374523,-27,3
374524,-26,4
374525,-25,5
374526,-24,6
374527,-23,7
374528,-22,8
374529,-21,9
374530,-20,0
374531,-19,1
374532,-18,2
374533,-17,3
374534,-16,4
374535,-15,5
374536,-14,6
374537,-13,7
374538,-12,8
374539,-11,9
374540,-10,0
374541,-9,1
374542,-8,2
374543,-7,3
374544,-6,4
374545,-5,5
374546,-4,6
374547,-3,7
374548,-2,8
374549,-1,9
374550,0,0
374551,1,1
374552,2,2
374553,3,3
374554,4,4
374555,5,5
374556,6,6
374557,7,7
374558,8,8
374559,9,9
374560,10,0
374561,11,1
374562,12,2
374563,13,3
374564,14,4
374565,15,5
374566,16,6
374567,17,7
374568,18,8
374569,19,9
374570,20,0
374571,21,1
374572,22,2
374573,23,3
374574,24,4
374575,25,5
374576,26,6
374577,27,7
374578,28,8
374579,29,9
374580,30,0
374581,31,1
374582,32,2
374583,33,3
374584,34,4
374585,35,5
374586,36,6
374587,37,7
374588,38,8
374589,39,9
374590,40,0
374591,41,1
374592,42,2
